,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
11,3890,Polygon,MATIC,polygon,432,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,12,,,,2022-07-30T21:09:00.000Z,0.9420790599495663,923887936.1224881,-40.8002,-0.60272103,-0.37413537,12.39038091,111.35792254,42.42490997,-13.34286074,7569420545.142519,0.6849,9420790599.5,,2022-07-30T21:09:00.000Z,,,,,,2022-07-30 21:11:17.862537
12,4943,Dai,DAI,multi-collateral-dai,1050,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7469392220.548443,7469392220.548443,,13,,,,2022-07-30T21:09:00.000Z,0.9995319180672425,429876704.75521696,-39.7785,0.04266645,-0.01736644,-0.03985076,-0.06030261,-0.06321721,-0.10331044,7465895933.001325,0.6756,7465895933.0,,2022-07-30T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-07-30 21:11:17.862537
13,5805,Avalanche,AVAX,avalanche,290,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284322836.16267467,404229626.49901325,,14,,,,2022-07-30T21:09:00.000Z,24.639527259379687,764225654.2350243,-15.3361,-0.51094741,0.3846149,6.0504471,52.0508154,-6.4517653,-58.24473085,7005580272.094367,0.6338,17740459626.75,,2022-07-30T21:09:00.000Z,,,,,,2022-07-30 21:11:17.862537
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-07-30T21:09:00.000Z,1.2106095117877054e-05,659668881.4912806,11.6576,-0.36420556,2.60965808,5.2089994,20.70726608,3.0843085,-43.01797431,6647012279.809966,0.6015,7139388372.47,,2022-07-30T21:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-07-30 21:11:17.862537
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107981.0,19107981.0,,1,,,,2022-07-31T01:14:00.000Z,23715.043615274044,28120691626.327698,-20.9239,0.22606349,-0.66495529,5.23482252,16.82269826,-25.66745918,-38.74781487,453146602814.82776,41.2834,498015915920.75,,2022-07-31T01:14:00.000Z,,,,,,2022-07-31 01:16:18.042885
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121765573.5615,121765573.5615,,2,,,,2022-07-31T01:13:00.000Z,1704.3987729604805,15328324779.444162,-32.4832,0.43457965,-1.08130356,9.09802771,56.38098266,-12.57844898,-40.09639494,207537094167.0497,18.9074,207537094167.05,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
2,825,Tether,USDT,tether,36787,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66197977707.857895,68158976391.28422,,3,,,,2022-07-31T01:13:00.000Z,1.0002745034554732,57033137510.46854,-19.9484,0.00470789,0.0023731,0.02442913,0.13368874,0.09459511,0.00763236,66216149281.48404,6.0325,68177686265.83,,2022-07-31T01:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-07-31 01:16:18.042885
3,3408,USD Coin,USDC,usd-coin,4987,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54457563253.423294,54457563253.423294,,4,,,,2022-07-31T01:13:00.000Z,0.9998115828901424,6288322439.613809,-26.208,0.00884898,0.00671589,-0.00995634,-0.03119381,-0.03182422,-0.03846064,54447302516.74519,4.9596,54447302516.75,,2022-07-31T01:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-07-31 01:16:18.042885
4,1839,BNB,BNB,bnb,1041,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-07-31T01:13:00.000Z,289.9668995388548,1563731714.879646,-40.1228,0.53531827,-1.76116661,11.84666907,29.62660693,-10.23931279,-25.98546097,46782465378.358025,4.2621,57993379907.77,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
5,52,XRP,XRP,xrp,780,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-07-31T01:14:00.000Z,0.3905459556098077,1798329303.2644799,8.3172,0.53641543,5.8508302,8.39159876,17.92894538,-7.88120124,-37.00953239,18880202654.124004,1.7193,39054595560.98,,2022-07-31T01:14:00.000Z,,,,,,2022-07-31 01:16:18.042885
6,2010,Cardano,ADA,cardano,526,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,7,,,,2022-07-31T01:13:00.000Z,0.5269657323375196,1227167544.389323,-20.2897,0.21332588,0.96827571,1.57810676,13.01042069,-15.47619193,-33.78315237,17882080669.230156,1.628,23713457955.19,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
7,4687,Binance USD,BUSD,binance-usd,4177,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17858623534.199257,17858623534.199257,,8,,,,2022-07-31T01:14:00.000Z,0.9981891704784287,6448073274.88645,-26.0306,0.00263463,-0.15931712,-0.30621089,-0.36313743,-0.39681141,-0.11309323,17826284611.4889,1.624,17826284611.49,,2022-07-31T01:14:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-07-31 01:16:18.042885
8,5426,Solana,SOL,solana,352,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346159855.553455,511616946.142289,,9,,,,2022-07-31T01:13:00.000Z,43.588862764136756,1970660065.1073008,-2.0166,-0.29350534,3.37551107,8.98993781,25.74430716,-4.76013933,-51.77377998,15088714438.172953,1.3737,22300800853.2,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
9,74,Dogecoin,DOGE,dogecoin,514,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-07-31T01:14:00.000Z,0.06981186112127945,756415159.6102928,9.7667,0.25827146,0.52876302,2.49307735,3.7934754,-19.36829187,-47.63616631,9261992972.158205,0.8437,9261992972.16,,2022-07-31T01:14:00.000Z,,,,,,2022-07-31 01:16:18.042885
10,6636,Polkadot,DOT,polkadot-new,369,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7493912527.527998,,2022-07-31T01:14:00.000Z,8.2817580051038,826400490.0773749,0.7916,0.73617308,0.206944,12.61908355,16.00155858,-19.60749755,-46.77024883,8178892897.3207655,0.7448,9137292356.18,,2022-07-31T01:14:00.000Z,,,,,,2022-07-31 01:16:18.042885
11,3890,Polygon,MATIC,polygon,432,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,12,,,,2022-07-31T01:13:00.000Z,0.959358694392567,937447308.2991182,-34.631,3.27606115,2.20484519,11.25117852,96.20922279,44.25628131,-13.81415959,7708259020.092174,0.7019,9593586943.93,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
12,4943,Dai,DAI,multi-collateral-dai,1050,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7468095794.669696,7468095794.669696,,13,,,,2022-07-31T01:13:00.000Z,0.9995109722631793,441442897.36463124,-35.0282,0.0051766,0.02764887,-0.01758538,-0.07962883,-0.06166651,-0.07225985,7464443688.684869,0.6795,7464443688.68,,2022-07-31T01:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-07-31 01:16:18.042885
13,5805,Avalanche,AVAX,avalanche,290,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284322581.1395335,404229626.49901325,,14,,,,2022-07-31T01:13:00.000Z,24.300500755102394,748932119.9445324,-17.6979,0.32941878,-1.31131689,2.8089801,39.30857264,-9.32505079,-59.54256193,6909181097.673896,0.6294,17496360543.67,,2022-07-31T01:13:00.000Z,,,,,,2022-07-31 01:16:18.042885
14,7083,Uniswap,UNI,uniswap,391,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,744862663.9699464,1000000000.0,,15,,,1.0187459,2022-07-31T01:13:00.000Z,8.807306039036789,319175393.44597125,-25.0875,-0.2471251,-1.33496888,25.95678043,74.51249247,53.66285279,22.78125879,6560233438.635539,0.5973,8807306039.04,6439518883.56659,2022-07-31T01:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2022-07-31 01:16:18.042885
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107981.0,19107981.0,,1,,,,2022-07-31T01:16:00.000Z,23721.470869944962,28111132757.172806,-20.9376,0.27607755,-0.56116654,5.27863813,16.91249914,-25.64175706,-38.70487335,453269414674.9618,41.2946,498150888268.84,,2022-07-31T01:16:00.000Z,,,,,,2022-07-31 01:17:18.745444
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121765573.5615,121765573.5615,,2,,,,2022-07-31T01:15:00.000Z,1704.8511862988807,15327897870.585669,-32.4773,0.48574782,-0.98129429,9.16087929,56.42743046,-12.57030907,-40.08082001,207592182536.6869,18.9124,207592182536.69,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
2,825,Tether,USDT,tether,36787,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66197977707.857895,68158976391.28422,,3,,,,2022-07-31T01:15:00.000Z,1.0002762279078703,57029058150.82427,-19.9572,0.00537861,0.00310246,0.02434839,0.13202994,0.09429656,0.00907253,66216263436.745384,6.0326,68177803802.74,,2022-07-31T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-07-31 01:17:18.745444
3,3408,USD Coin,USDC,usd-coin,4987,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54457563253.423294,54457563253.423294,,4,,,,2022-07-31T01:15:00.000Z,0.9998259613348353,6334329579.093363,-25.6508,0.01066453,0.0074193,-0.01053801,-0.03364392,-0.02969113,-0.03574264,54448085531.80654,4.9597,54448085531.81,,2022-07-31T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-07-31 01:17:18.745444
4,1839,BNB,BNB,bnb,1041,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-07-31T01:15:00.000Z,290.066956837457,1563269929.9704475,-40.1267,0.57195447,-1.67690561,11.93094256,29.59351401,-10.197284,-25.9554059,46798608348.86656,4.2635,58013391367.49,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
5,52,XRP,XRP,xrp,780,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-07-31T01:16:00.000Z,0.3914927189404319,1802241401.2479186,8.6691,0.76131982,6.21478031,8.61208092,18.25693529,-7.6758643,-36.9446815,18925972129.62598,1.7254,39149271894.04,,2022-07-31T01:16:00.000Z,,,,,,2022-07-31 01:17:18.745444
6,2010,Cardano,ADA,cardano,526,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,7,,,,2022-07-31T01:15:00.000Z,0.5270452542126814,1226338929.548577,-20.3411,0.2387494,1.00792704,1.48601993,13.00620733,-15.50198898,-33.76590247,17884779168.3912,1.6301,23717036439.57,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
7,4687,Binance USD,BUSD,binance-usd,4177,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17858623534.199257,17858623534.199257,,8,,,,2022-07-31T01:16:00.000Z,0.9982191844805031,6445766548.300098,-26.1018,-0.21524044,-0.15901925,-0.12536386,-0.16586888,-0.37312114,-0.11151775,17826820620.2527,1.6241,17826820620.25,,2022-07-31T01:16:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-07-31 01:17:18.745444
8,5426,Solana,SOL,solana,352,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346159855.553455,511616946.142289,,9,,,,2022-07-31T01:15:00.000Z,43.584106750913854,1971095400.7741208,-1.9922,-0.34027133,3.41524308,9.01811728,25.73917341,-4.78453118,-51.77850249,15087068097.322702,1.3751,22298367596.24,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
9,74,Dogecoin,DOGE,dogecoin,514,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-07-31T01:16:00.000Z,0.06986565063314361,756693628.8830271,9.8511,0.32374298,0.73440665,2.57871107,3.77907244,-19.31729722,-47.58028746,9269129267.808542,0.8443,9269129267.81,,2022-07-31T01:16:00.000Z,,,,,,2022-07-31 01:17:18.745444
10,6636,Polkadot,DOT,polkadot-new,369,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7498112453.441746,,2022-07-31T01:16:00.000Z,8.286399475087503,826264160.2534908,0.8187,0.74574819,0.50450859,12.67740475,16.06754933,-19.60185814,-46.76873983,8183476717.067665,0.746,9142413306.12,,2022-07-31T01:16:00.000Z,,,,,,2022-07-31 01:17:18.745444
11,3890,Polygon,MATIC,polygon,432,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,12,,,,2022-07-31T01:15:00.000Z,0.9600745224077087,939588896.6422944,-34.4505,3.34121467,2.32262303,11.34968049,96.39993717,44.32440873,-13.7766145,7714010557.8504715,0.7032,9600745224.08,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
12,4943,Dai,DAI,multi-collateral-dai,1050,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7468095794.669696,7468095794.669696,,13,,,,2022-07-31T01:15:00.000Z,0.9995664207620589,442831399.12392706,-34.8241,0.01505256,0.0364808,-0.01358948,-0.08297931,-0.05542492,-0.06494589,7464857783.386172,0.6801,7464857783.39,,2022-07-31T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-07-31 01:17:18.745444
13,5805,Avalanche,AVAX,avalanche,290,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284322581.1395335,404229626.49901325,,14,,,,2022-07-31T01:15:00.000Z,24.303887456575655,749032676.2070212,-17.6993,0.3405268,-1.25648646,2.85659346,39.48782245,-9.3281643,-59.55087886,6910144013.378323,0.6294,17498798968.73,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:17:18.745444
14,7083,Uniswap,UNI,uniswap,391,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,744862663.9699464,1000000000.0,,15,,,1.01912295,2022-07-31T01:15:00.000Z,8.81056573385993,319154871.1062739,-25.0727,-0.2641133,-1.16968568,26.0151024,74.64250975,53.70738524,22.83697726,6562661463.605233,0.5983,8810565733.86,6439518883.56659,2022-07-31T01:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2022-07-31 01:17:18.745444
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107981.0,19107981.0,,1,,,,2022-07-31T01:16:00.000Z,23721.470869944962,28111132757.172806,-20.9376,0.27607755,-0.56116654,5.27863813,16.91249914,-25.64175706,-38.70487335,453269414674.9618,41.2946,498150888268.84,,2022-07-31T01:16:00.000Z,,,,,,2022-07-31 01:18:19.158751
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121765573.5615,121765573.5615,,2,,,,2022-07-31T01:15:00.000Z,1704.8511862988807,15327897870.585669,-32.4773,0.48574782,-0.98129429,9.16087929,56.42743046,-12.57030907,-40.08082001,207592182536.6869,18.9124,207592182536.69,,2022-07-31T01:15:00.000Z,,,,,,2022-07-31 01:18:19.158751
