,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-07-30T21:00:00.000Z,1.2106801779278831e-05,661373299.5459089,10.9849,-0.19382582,2.78555508,5.22038454,21.3563408,3.16591733,-42.77337876,6647400281.636281,0.6019,7139805115.45,,2022-07-30T21:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-07-30 21:04:14.221827
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107862.0,19107862.0,,1,,,,2022-07-30T21:04:00.000Z,23991.59008181317,28280075808.20737,-21.8819,0.26087165,0.18259662,7.4064153,27.85121022,-24.51125251,-37.38956004,458427992443.8548,41.5207,503823391718.08,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:05:14.989373
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121762185.999,121762185.999,,2,,,,2022-07-30T21:03:00.000Z,1703.2209993074234,16099313739.295597,-30.3321,0.51154808,-1.57455417,11.7170344,68.15654431,-12.63234633,-39.31386778,207387912115.07315,18.778,207387912115.07,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
2,825,Tether,USDT,tether,36786,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66056977707.861404,68158976391.28773,,3,,,,2022-07-30T21:03:00.000Z,1.000291781371758,57953946459.89147,-19.0628,0.00231401,0.00186335,0.02410207,0.14232014,0.08956197,0.01045721,66076251903.43119,5.9847,68178863910.92,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-07-30 21:05:14.989373
3,3408,USD Coin,USDC,usd-coin,4987,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54457718596.76835,54457718596.76835,,4,,,,2022-07-30T21:03:00.000Z,0.9998640464353595,6505876107.194724,-24.9751,-0.01698867,-0.04230918,-0.04037726,-0.01492504,-0.05744607,-0.00516936,54450314875.80293,4.9309,54450314875.8,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-07-30 21:05:14.989373
4,1839,BNB,BNB,bnb,1041,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-07-30T21:03:00.000Z,290.1599879573424,1573537236.2251165,-35.4674,-0.44318548,-1.96683903,13.20128818,37.5693078,-9.32965166,-25.23495612,46813617734.945015,4.2388,58031997591.47,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
5,52,XRP,XRP,xrp,780,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-07-30T21:04:00.000Z,0.39406872217425365,1708491054.1301897,-2.7601,-0.27097908,6.68641984,10.49296157,23.79483323,-5.96472934,-34.87255207,19050504114.64242,1.7253,39406872217.43,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:05:14.989373
6,2010,Cardano,ADA,cardano,526,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34277702081.605,,7,,,,2022-07-30T21:03:00.000Z,0.532605887123694,1271500114.9622717,-20.5118,0.1076688,0.94920552,7.18342121,20.797977,-11.71445692,-32.00586498,18073473954.759235,1.6363,23967264920.57,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
7,4687,Binance USD,BUSD,binance-usd,4175,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17858623534.199257,17858623534.199257,,8,,,,2022-07-30T21:03:00.000Z,0.998947808498711,6479381644.112748,-27.5053,-0.00435225,-0.18830849,0.03032236,-0.03477616,-0.25906422,0.03588747,17839832842.29185,1.6153,17839832842.29,,2022-07-30T21:03:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-07-30 21:05:14.989373
8,5426,Solana,SOL,solana,352,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346026765.75456744,511616946.142289,,9,,,,2022-07-30T21:03:00.000Z,45.20269088166363,1987148713.4656477,-5.0332,0.25186958,7.01248113,14.12230955,42.80632841,-1.16001259,-49.27279137,15641340929.185541,1.4161,23126462666.29,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
9,74,Dogecoin,DOGE,dogecoin,514,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-07-30T21:04:00.000Z,0.0705677561499658,760465548.8561429,7.6574,-0.09470511,1.1299963,4.56998491,11.23075129,-18.27320215,-46.28125012,9362278143.344515,0.8478,9362278143.34,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:05:14.989373
10,6636,Polkadot,DOT,polkadot-new,369,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7618972232.277927,,2022-07-30T21:04:00.000Z,8.419965411064847,811741530.452449,-2.234,-0.35523212,2.05103568,15.61272338,25.26731443,-18.57261074,-44.90118054,8315383672.621773,0.753,9289777066.95,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:05:14.989373
11,3890,Polygon,MATIC,polygon,432,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,12,,,,2022-07-30T21:03:00.000Z,0.9428914518950504,926587003.3700919,-40.7391,-0.44792513,-0.17492073,12.39628682,113.36010826,42.47402939,-13.8823255,7575947955.149047,0.6861,9428914518.95,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
12,4943,Dai,DAI,multi-collateral-dai,1050,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7469392220.548443,7469392220.548443,,13,,,,2022-07-30T21:03:00.000Z,0.9997246721177804,431367809.3224495,-39.482,0.06397835,-0.02359531,-0.00727981,-0.00581806,-0.07385422,-0.10871682,7467335688.606892,0.6761,7467335688.61,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-07-30 21:05:14.989373
13,5805,Avalanche,AVAX,avalanche,290,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284322836.16267467,404229626.49901325,,14,,,,2022-07-30T21:03:00.000Z,24.681869657266514,765514192.7584035,-15.4618,-0.20494331,0.71342598,6.08752488,53.27644393,-6.4821076,-58.25951048,7017619182.751478,0.6355,17770946153.23,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:05:14.989373
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-07-30T21:03:00.000Z,1.2118646686205706e-05,660543442.1602695,11.2395,-0.10998138,2.72000303,5.31530782,21.41833704,3.15161533,-42.95553721,6653903885.071536,0.6025,7146790472.0,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-07-30 21:05:14.989373
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107862.0,19107862.0,,1,,,,2022-07-30T21:04:00.000Z,23991.59008181317,28280075808.20737,-21.8819,0.26087165,0.18259662,7.4064153,27.85121022,-24.51125251,-37.38956004,458427992443.8548,41.5207,503823391718.08,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:06:15.586610
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121762185.999,121762185.999,,2,,,,2022-07-30T21:03:00.000Z,1703.2209993074234,16099313739.295597,-30.3321,0.51154808,-1.57455417,11.7170344,68.15654431,-12.63234633,-39.31386778,207387912115.07315,18.778,207387912115.07,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
2,825,Tether,USDT,tether,36786,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66056977707.861404,68158976391.28773,,3,,,,2022-07-30T21:03:00.000Z,1.000291781371758,57953946459.89147,-19.0628,0.00231401,0.00186335,0.02410207,0.14232014,0.08956197,0.01045721,66076251903.43119,5.9847,68178863910.92,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-07-30 21:06:15.586610
3,3408,USD Coin,USDC,usd-coin,4987,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54457718596.76835,54457718596.76835,,4,,,,2022-07-30T21:03:00.000Z,0.9998640464353595,6505876107.194724,-24.9751,-0.01698867,-0.04230918,-0.04037726,-0.01492504,-0.05744607,-0.00516936,54450314875.80293,4.9309,54450314875.8,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-07-30 21:06:15.586610
4,1839,BNB,BNB,bnb,1041,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-07-30T21:03:00.000Z,290.1599879573424,1573537236.2251165,-35.4674,-0.44318548,-1.96683903,13.20128818,37.5693078,-9.32965166,-25.23495612,46813617734.945015,4.2388,58031997591.47,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
5,52,XRP,XRP,xrp,780,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-07-30T21:04:00.000Z,0.39406872217425365,1708491054.1301897,-2.7601,-0.27097908,6.68641984,10.49296157,23.79483323,-5.96472934,-34.87255207,19050504114.64242,1.7253,39406872217.43,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:06:15.586610
6,2010,Cardano,ADA,cardano,526,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34277702081.605,,7,,,,2022-07-30T21:03:00.000Z,0.532605887123694,1271500114.9622717,-20.5118,0.1076688,0.94920552,7.18342121,20.797977,-11.71445692,-32.00586498,18073473954.759235,1.6363,23967264920.57,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
7,4687,Binance USD,BUSD,binance-usd,4175,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17858623534.199257,17858623534.199257,,8,,,,2022-07-30T21:03:00.000Z,0.998947808498711,6479381644.112748,-27.5053,-0.00435225,-0.18830849,0.03032236,-0.03477616,-0.25906422,0.03588747,17839832842.29185,1.6153,17839832842.29,,2022-07-30T21:03:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-07-30 21:06:15.586610
8,5426,Solana,SOL,solana,352,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346026765.75456744,511616946.142289,,9,,,,2022-07-30T21:03:00.000Z,45.20269088166363,1987148713.4656477,-5.0332,0.25186958,7.01248113,14.12230955,42.80632841,-1.16001259,-49.27279137,15641340929.185541,1.4161,23126462666.29,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
9,74,Dogecoin,DOGE,dogecoin,514,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-07-30T21:04:00.000Z,0.0705677561499658,760465548.8561429,7.6574,-0.09470511,1.1299963,4.56998491,11.23075129,-18.27320215,-46.28125012,9362278143.344515,0.8478,9362278143.34,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:06:15.586610
10,6636,Polkadot,DOT,polkadot-new,369,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7618972232.277927,,2022-07-30T21:04:00.000Z,8.419965411064847,811741530.452449,-2.234,-0.35523212,2.05103568,15.61272338,25.26731443,-18.57261074,-44.90118054,8315383672.621773,0.753,9289777066.95,,2022-07-30T21:04:00.000Z,,,,,,2022-07-30 21:06:15.586610
11,3890,Polygon,MATIC,polygon,432,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,12,,,,2022-07-30T21:03:00.000Z,0.9428914518950504,926587003.3700919,-40.7391,-0.44792513,-0.17492073,12.39628682,113.36010826,42.47402939,-13.8823255,7575947955.149047,0.6861,9428914518.95,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
12,4943,Dai,DAI,multi-collateral-dai,1050,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7469392220.548443,7469392220.548443,,13,,,,2022-07-30T21:03:00.000Z,0.9997246721177804,431367809.3224495,-39.482,0.06397835,-0.02359531,-0.00727981,-0.00581806,-0.07385422,-0.10871682,7467335688.606892,0.6761,7467335688.61,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-07-30 21:06:15.586610
13,5805,Avalanche,AVAX,avalanche,290,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284322836.16267467,404229626.49901325,,14,,,,2022-07-30T21:03:00.000Z,24.681869657266514,765514192.7584035,-15.4618,-0.20494331,0.71342598,6.08752488,53.27644393,-6.4821076,-58.25951048,7017619182.751478,0.6355,17770946153.23,,2022-07-30T21:03:00.000Z,,,,,,2022-07-30 21:06:15.586610
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-07-30T21:03:00.000Z,1.2118646686205706e-05,660543442.1602695,11.2395,-0.10998138,2.72000303,5.31530782,21.41833704,3.15161533,-42.95553721,6653903885.071536,0.6025,7146790472.0,,2022-07-30T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-07-30 21:06:15.586610
0,1,Bitcoin,BTC,bitcoin,9648,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19107862.0,19107862.0,,1,,,,2022-07-30T21:06:00.000Z,23993.39717872437,28276058132.225426,-21.8814,0.24894248,0.15641997,7.42702402,27.70318585,-24.48738357,-37.40823396,458462522202.25464,41.4918,503861340753.21,,2022-07-30T21:06:00.000Z,,,,,,2022-07-30 21:07:15.935768
1,1027,Ethereum,ETH,ethereum,5869,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121762185.999,121762185.999,,2,,,,2022-07-30T21:05:00.000Z,1704.6298674724728,16080471749.324306,-30.3496,0.49469029,-1.61342921,11.74603235,67.99838274,-12.60520943,-39.3718044,207559458982.63394,18.7936,207559458982.63,,2022-07-30T21:05:00.000Z,,,,,,2022-07-30 21:07:15.935768
2,825,Tether,USDT,tether,36786,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66056977707.861404,68158976391.28773,,3,,,,2022-07-30T21:05:00.000Z,1.0002792242637042,57874613086.125175,-19.1335,0.0008545,-0.00162559,0.02695097,0.14361586,0.09384982,0.00643879,66075422418.82441,5.9846,68178008031.29,,2022-07-30T21:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-07-30 21:07:15.935768
3,3408,USD Coin,USDC,usd-coin,4987,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54457718596.76835,54457718596.76835,,4,,,,2022-07-30T21:05:00.000Z,0.9998942696969286,6511182116.141944,-24.9227,0.00928497,-0.03998818,-0.02763228,-0.05233923,-0.05536025,-0.0535418,54451960765.67654,4.931,54451960765.68,,2022-07-30T21:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-07-30 21:07:15.935768
4,1839,BNB,BNB,bnb,1041,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-07-30T21:05:00.000Z,290.2846286998386,1572612084.4126923,-35.6203,-0.46001567,-2.07390694,13.2596195,37.27660606,-9.28135746,-25.31088003,46833726930.95957,4.2406,58056925739.97,,2022-07-30T21:05:00.000Z,,,,,,2022-07-30 21:07:15.935768
5,52,XRP,XRP,xrp,780,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-07-30T21:06:00.000Z,0.3940298850985149,1708613156.1886642,-2.7008,-0.28504314,6.66260259,10.4898631,23.67181179,-5.97609201,-34.8805488,19048626609.95979,1.7235,39402988509.85,,2022-07-30T21:06:00.000Z,,,,,,2022-07-30 21:07:15.935768
6,2010,Cardano,ADA,cardano,526,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34277702081.605,,7,,,,2022-07-30T21:05:00.000Z,0.5324294738309733,1270081604.6138716,-20.5124,-0.0371513,0.93383145,7.20368146,20.48582153,-11.84819801,-32.22249874,18067487537.54466,1.6358,23959326322.39,,2022-07-30T21:05:00.000Z,,,,,,2022-07-30 21:07:15.935768
